"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"373",373,28,2,2,NA,NA,NA,NA,NA,2,1,1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,0,2.2,3,4,5,4,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,NA,NA,NA,2,2,2.66666666666667,2.66666666666667,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,30,2,5,3.66666666666667,2.33333333333333,1.66666666666667,2.33333333333333,2.66666666666667,3,4,3,3,1,2.8,3,4,4,3,1,3,4,3,3,3,2,3,4,4,4,4,1,3.4,3,3,4,3,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,39,1,5,2.66666666666667,4,3.66666666666667,2,0.333333333333333,2,2,2,1,2,1.8,2,0,1,0,2,1,1,0,1,0,2,0.8,2,0,2,0,2,1.2,2,1,2,0,2,1.4,2,1,2,1,2,1.6,1,1,2,0,2,1.2,3,2,3,3,2,2.6,2,0,2,0,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,34,2,1,2,3,1.33333333333333,3.66666666666667,0,3,2,2,2,1,2,4,4,4,3,0,3,4,3,3,3,0,2.6,4,4,3,3,0,2.8,4,4,3,2,2,3,4,3,3,3,0,2.6,4,3,3,3,2,3,5,5,6,5,5,5.2,3,3,3,2,2,2.6,4,3,3,2,2,2.8,4,4,2,2,0,2.4,2,1,3,6,7
"378",378,45,2,2,2.33333333333333,2.33333333333333,0.333333333333333,3.33333333333333,1.33333333333333,5,5,6,4,5,5,3,4,4,3,5,3.8,3,4,4,3,5,3.8,3,4,4,3,5,3.8,3,4,3,3,4,3.4,3,5,4,3,5,4,3,4,4,3,4,3.6,5,6,5,5,4,5,3,4,3,3,4,3.4,3,5,4,3,4,3.8,4,5,4,4,5,4.4,2,1,5,6,4
"379",379,39,2,5,2.33333333333333,3,2.33333333333333,1.66666666666667,1,5,5,5,5,3,4.6,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,0,0,1,5,0,1.2,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,4,5,1,6,6
"380",380,26,2,2,NA,NA,NA,NA,NA,1,1,1,1,0,0.8,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2.6,1,1,1,2,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,48,2,1,3.66666666666667,2,1.66666666666667,3.66666666666667,1,5,5,5,6,5,5.2,5,5,5,6,3,4.8,6,6,6,6,5,5.8,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,4.6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,54,2,2,3.66666666666667,3.66666666666667,0.666666666666667,3,1.33333333333333,2,2,2,1,0,1.4,2,2,2,1,0,1.4,2,2,2,1,0,1.4,2,2,2,1,0,1.4,2,2,2,1,0,1.4,2,2,2,1,0,1.4,2,2,2,1,0,1.4,4,4,3,3,2,3.2,2,2,2,1,0,1.4,2,2,3,2,0,1.8,2,2,1,1,0,1.2,4,5,1,3,6
"383",383,54,2,2,3.33333333333333,4,2.66666666666667,4,0,4,4,5,4,3,4,4,4,5,5,2,4,4,4,4,5,2,3.8,4,4,5,5,2,4,4,4,4,4,2,3.6,4,4,5,5,2,4,4,4,5,5,2,4,3,3,4,5,0,3,5,4,5,4,2,4,4,4,4,4,2,3.6,4,4,5,5,2,4,5,5,1,4,6
"384",384,27,2,2,2.33333333333333,3,0.333333333333333,3,3,4,5,5,4,5,4.6,2,5,5,5,4,4.2,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4.8,3,4,3,4,4,3.6,4,5,4,4,3,4,5,5,5,3,4,4.4,1,1,2,0,2,1.2,3,2,2,2,1,2,3,4,4,4,3,3.6,5,5,5,6,4,5,4,4,3,7,6
"385",385,25,2,1,4,2.33333333333333,1,2,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,31,2,5,1.66666666666667,1.66666666666667,0,2.33333333333333,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,6,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",388,42,2,1,4,4,2.33333333333333,2.66666666666667,3,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,3,3,1.8,1,0,3,2,2,1.6,2,2,3,2,2,2.2,0,0,3,3,2,1.6,2,1,3,1,1,1.6,2,3,2,2,1,2,0,0,3,3,3,1.8,0,1,3,3,3,2,2,2,3,3,3,2.6,6,3,3,1,7
"389",389,23,2,5,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,3,3,3,4,5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,33,1,5,3.33333333333333,3,3,0,0.666666666666667,2,3,3,3,0,2.2,2,3,3,3,0,2.2,2,3,3,3,0,2.2,2,3,3,3,0,2.2,2,2,3,2,0,1.8,1,3,3,2,0,1.8,1,2,2,2,0,1.4,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,0,2.6,3,4,3,5,6
"391",391,46,1,5,2,3,2,3,1,3,4,4,3,1,3,4,4,4,5,1,3.6,3,4,4,3,1,3,4,4,4,3,0,3,3,4,3,3,0,2.6,3,4,5,4,0,3.2,NA,NA,NA,NA,NA,NA,3,3,4,3,3,3.2,4,4,4,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",392,26,2,5,4,4,3.33333333333333,1.66666666666667,2.66666666666667,5,5,5,4,6,5,6,6,6,6,6,6,4,3,3,3,6,3.8,4,4,3,3,6,4,3,3,3,3,6,3.6,3,3,2,3,6,3.4,5,5,5,5,6,5.2,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,3,3,3,3,6,3.6,3,2,2,3,6,3.2,5,3,1,7,4
"393",393,46,2,2,3.66666666666667,4,2,3.33333333333333,3.33333333333333,4,4,4,4,1,3.4,4,4,4,4,2,3.6,5,5,5,5,2,4.4,5,5,5,5,1,4.2,3,4,3,3,0,2.6,3,4,4,4,1,3.2,5,5,3,5,1,3.8,1,1,3,5,0,2,5,5,4,4,1,3.8,4,4,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,22,2,2,2,4,1.66666666666667,2.66666666666667,3,3,3,2,3,3,2.8,0,1,3,3,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,38,2,2,3.66666666666667,3.66666666666667,2.33333333333333,3.33333333333333,1.33333333333333,3,4,4,5,1,3.4,2,3,3,2,1,2.2,2,1,3,2,0,1.6,2,3,2,4,1,2.4,0,1,2,4,1,1.6,3,2,3,4,1,2.6,2,4,3,1,2,2.4,5,4,3,4,5,4.2,0,3,2,1,2,1.6,0,2,1,1,3,1.4,1,4,2,1,3,2.2,1,2,3,7,5
"396",396,33,2,1,3,3,1.66666666666667,2.33333333333333,2,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,3,2.4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,4,4,5,3,0,3.2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4
"397",397,22,2,5,2.33333333333333,3.66666666666667,0,1.33333333333333,3.33333333333333,3,3,3,5,3,3.4,4,4,5,5,4,4.4,3,4,5,6,5,4.6,NA,NA,NA,NA,NA,NA,3,0,2,5,4,2.8,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5.2,2,3,3,3,2,2.6,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,4,6,3,5,6
"398",398,23,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,25,1,5,2.33333333333333,3.66666666666667,1.33333333333333,3.66666666666667,0.333333333333333,5,6,5,5,3,4.8,6,6,6,5,5,5.6,5,6,6,5,5,5.4,5,6,5,5,5,5.2,5,6,6,5,5,5.4,5,6,6,5,5,5.4,5,6,6,5,5,5.4,2,2,4,0,0,1.6,5,6,6,5,5,5.4,4,6,5,4,4,4.6,5,6,6,5,5,5.4,4,4,3,4,5
"400",400,35,2,5,3,1.66666666666667,1,3.66666666666667,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,1,0,0.2,0,0,0,1,0,0.2,0,0,0,1,0,0.2,4,4,4,4,0,3.2,1,2,1,2,0,1.2,2,3,1,1,0,1.4,0,1,0,1,0,0.4,5,0,3,7,7
"401",401,25,1,1,3.66666666666667,4,2.66666666666667,3.66666666666667,0,6,6,6,5,5,5.6,3,5,4,3,2,3.4,4,3,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,5.8,4,4,4,5,0,3.4,6,6,6,6,3,5.4,3,5,5,4,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,34,2,1,3.33333333333333,3,0.666666666666667,2.33333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.6,0,1,1,1,0,0.6,0,0,1,1,0,0.4,3,3,3,3,4,3.2,0,0,1,0,0,0.2,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,19,2,5,1.66666666666667,1.66666666666667,1.33333333333333,2.33333333333333,2.33333333333333,4,4,3,4,3,3.6,2,2,4,3,2,2.6,2,2,2,5,3,2.8,NA,NA,NA,NA,NA,NA,3,4,1,3,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,39,1,1,2.33333333333333,2.66666666666667,2,2,2,5,4,4,5,4,4.4,5,4,4,5,3,4.2,5,4,3,3,2,3.4,5,3,3,4,3,3.6,5,3,4,3,4,3.8,NA,NA,NA,NA,NA,NA,5,4,5,3,4,4.2,5,3,4,5,1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,33,1,1,1,1.33333333333333,0.333333333333333,2.66666666666667,3.66666666666667,4,3,3,3,2,3,4,3,3,4,2,3.2,4,3,3,3,2,3,3,2,2,2,1,2,3,2,2,3,1,2.2,3,3,3,3,1,2.6,3,3,3,4,1,2.8,2,1,2,4,2,2.2,3,3,3,3,2,2.8,3,3,3,3,2,2.8,4,3,3,4,2,3.2,5,2,1,4,5
"406",406,25,1,1,4,3.66666666666667,1,3.33333333333333,2,4,4,4,3,5,4,4,4,5,5,5,4.6,5,5,5,4,3,4.4,4,4,4,3,3,3.6,NA,NA,NA,NA,NA,NA,3,3,4,3,1,2.8,4,5,4,4,0,3.4,0,0,2,1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,3.2,4,4,3,4,5
"407",407,30,1,6,2.66666666666667,4,2.33333333333333,3,0.666666666666667,5,5,5,4,3,4.4,3,4,4,5,3,3.8,4,3,3,4,4,3.6,4,3,4,4,4,3.8,4,5,4,4,3,4,3,4,4,4,3,3.6,NA,NA,NA,NA,NA,NA,3,4,4,4,3,3.6,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,25,1,1,4,4,4,2.66666666666667,0,5,5,5,6,2,4.6,5,4,4,5,1,3.8,5,6,5,6,1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,1,5,3,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,42,2,1,2.33333333333333,3,1.33333333333333,2.66666666666667,1.33333333333333,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,3,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,3.6,NA,NA,NA,NA,NA,NA,5,4,5,5,0,3.8,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,4,3,3,2,3.2,2,5,1,5,4
"410",410,36,1,2,2.66666666666667,4,2.33333333333333,2.33333333333333,2.33333333333333,3,3,2,3,4,3,3,2,2,2,1,2,2,2,2,3,3,2.4,2,2,2,3,3,2.4,3,3,2,3,3,2.8,3,3,3,3,4,3.2,3,3,3,3,3,3,1,4,6,3,4,3.6,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3.4,3,3,3,6,6
"411",411,30,1,2,2.33333333333333,0.333333333333333,1.33333333333333,1.66666666666667,4,1,1,1,0,0,0.6,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,5,4,5,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,37,2,1,NA,NA,NA,NA,NA,3,3,3,4,2,3,3,3,3,4,2,3,3,3,3,3,2,2.8,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,3,3,4,3,2,3,3,3,3,3,1,2.6,3,3,3,2,2,2.6,3,4,3,3,4,3.4,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,38,2,1,NA,NA,NA,NA,NA,3,3,4,2,4,3.2,2,3,3,2,2,2.4,4,3,4,4,2,3.4,2,4,2,3,3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,4,3.8,0,0,0,2,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,28,1,2,NA,NA,NA,NA,NA,2,0,2,3,2,1.8,5,6,5,2,4,4.4,1,4,0,1,3,1.8,1,2,6,4,1,2.8,4,3,3,1,5,3.2,1,2,5,0,2,2,1,6,6,5,3,4.2,2,2,2,2,1,1.8,2,3,2,0,4,2.2,3,2,2,2,2,2.2,1,0,0,6,3,2,4,2,3,7,7
"415",415,33,1,1,2,1.33333333333333,2.66666666666667,2.33333333333333,1,5,6,5,5,3,4.8,5,6,5,5,5,5.2,5,6,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,38,1,1,4,4,1.66666666666667,3.66666666666667,2,6,6,5,6,4,5.4,6,5,6,5,3,5,5,6,6,5,4,5.2,6,6,5,6,4,5.4,6,6,6,5,4,5.4,6,6,6,5,4,5.4,6,6,6,5,6,5.8,4,3,5,4,1,3.4,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5.6,6,6,6,5,4,5.4,3,3,3,2,7
"417",417,52,2,2,3.66666666666667,4,1.33333333333333,3,0.333333333333333,4,4,5,5,4,4.4,3,3,3,5,4,3.6,4,4,4,4,4,4,4,4,4,5,3,4,4,4,5,5,3,4.2,4,3,3,4,3,3.4,3,3,3,4,4,3.4,2,1,2,1,0,1.2,4,4,4,4,4,4,3,3,3,4,3,3.2,4,4,4,4,3,3.8,4,5,3,6,6
"418",418,25,1,6,2.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,0,3,4,3,3,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,5,3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,35,1,5,3.66666666666667,3.66666666666667,3,2.33333333333333,0,4,5,5,4,3,4.2,4,5,4,4,5,4.4,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,4,4.8,4,4,5,5,3,4.2,5,5,5,5,3,4.6,3,4,5,4,1,3.4,4,4,4,4,2,3.6,5,5,5,5,3,4.6,5,5,5,5,3,4.6,5,2,1,3,5
"420",420,60,2,1,3,1.66666666666667,1.66666666666667,2.66666666666667,3.66666666666667,3,3,4,2,1,2.6,2,2,2,1,0,1.4,1,2,2,2,0,1.4,2,2,3,1,0,1.6,2,3,3,1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,0,2,1,2,3,1,0,1.4,NA,NA,NA,NA,NA,NA,2,3,3,2,0,2,3,3,5,6,4
"421",421,46,2,6,NA,NA,NA,NA,NA,4,3,4,4,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,30,2,6,3.33333333333333,4,2.66666666666667,3.33333333333333,0.333333333333333,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,NA,NA,NA,2,1.66666666666667,1.66666666666667,2.66666666666667,2,NA,NA,NA,NA,NA,NA,3,3,5,4,2,3.4,3,3,5,3,4,3.6,4,4,5,3,4,4,3,3,4,3,3,3.2,3,3,4,2,2,2.8,3,3,4,3,3,3.2,NA,NA,NA,NA,NA,NA,3,3,5,3,5,3.8,3,2,3,2,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,40,1,6,NA,NA,NA,NA,NA,5,5,5,6,4,5,5,4,6,5,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,NA,NA,NA,NA,NA,NA,4,3,5,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,64,1,2,NA,NA,NA,NA,NA,2,2,2,4,0,2,2,2,3,4,1,2.4,1,1,3,5,1,2.2,NA,NA,NA,NA,NA,NA,3,3,4,5,1,3.2,1,1,3,4,1,2,2,2,4,4,1,2.6,2,3,2,2,4,2.6,3,2,3,4,0,2.4,2,2,3,4,1,2.4,2,3,3,4,0,2.4,2,2,3,4,5
"426",426,73,2,2,4,4,2.66666666666667,3.66666666666667,2.33333333333333,3,3,4,5,1,3.2,4,3,4,6,1,3.6,0,0,2,4,1,1.4,1,1,1,3,1,1.4,0,0,0,1,1,0.4,0,0,0,3,1,0.8,0,0,0,3,1,0.8,4,4,4,4,1,3.4,2,2,3,4,1,2.4,0,3,3,3,0,1.8,2,3,3,5,1,2.8,1,3,3,6,6
"427",427,65,1,1,3.33333333333333,3.33333333333333,1.66666666666667,3.66666666666667,0.333333333333333,5,5,5,5,5,5,5,5,5,5,3,4.6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,5,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,30,1,1,NA,NA,NA,NA,NA,5,4,5,4,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,32,1,2,2.66666666666667,3.66666666666667,1.66666666666667,3.66666666666667,1.66666666666667,5,5,5,5,4,4.8,4,4,4,5,3,4,5,5,5,5,3,4.6,5,5,5,5,3,4.6,5,5,5,5,4,4.8,5,5,5,6,3,4.8,5,5,5,5,3,4.6,5,4,5,4,5,4.6,5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,5,5,4,4.8,4,3,3,4,6
"430",430,46,2,2,2.66666666666667,2.66666666666667,1.66666666666667,3,2.33333333333333,0,0,0,0,0,0,1,1,1,1,0,0.8,1,1,1,1,0,0.8,1,1,1,1,0,0.8,1,1,2,1,0,1,1,1,1,1,0,0.8,1,1,1,1,0,0.8,2,3,3,1,4,2.6,1,2,3,2,0,1.6,2,2,2,1,0,1.4,3,3,3,4,2,3,1,1,1,4,5
"431",431,30,1,1,1.66666666666667,2.66666666666667,1.33333333333333,3.66666666666667,3.66666666666667,0,3,1,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0.2,0,2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,1,4,3
"432",432,NA,NA,NA,2.66666666666667,4,2.33333333333333,2.66666666666667,2,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0.4,1,0,0,3,0,0.8,2,0,0,1,0,0.6,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0.2,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,6,1.2,1,5,5,2,2,3,4,3,5,4,4,4,3,3,2,4,6
"433",433,57,2,1,0,3.33333333333333,0,1.33333333333333,4,4,4,2,6,0,3.2,0,1,3,5,0,1.8,0,0,0,5,0,1,3,1,4,6,0,2.8,3,3,4,5,0,3,4,4,5,6,0,3.8,4,5,4,6,0,3.8,3,3,3,3,1,2.6,NA,NA,NA,NA,NA,NA,4,5,5,5,0,3.8,0,0,0,4,0,0.8,5,3,0,7,7
