id.deid,T1_Age,T1_Gender,T1_Ethnicity,T6_BFI_agreeable,T6_BFI_conscientious,T6_BFI_open,T6_BFI_extraversion,T6_BFI_neurotic,T1_SWL_1,T1_SWL_2,T1_SWL_3,T1_SWL_4,T1_SWL_5,T1_SWL_Mean,T2_SWL_1,T2_SWL_2,T2_SWL_3,T2_SWL_4,T2_SWL_5,T2_SWL_Mean,T3_SWL_1,T3_SWL_2,T3_SWL_3,T3_SWL_4,T3_SWL_5,T3_SWL_Mean,T4_SWL_1,T4_SWL_2,T4_SWL_3,T4_SWL_4,T4_SWL_5,T4_SWL_Mean,T5_SWL_1,T5_SWL_2,T5_SWL_3,T5_SWL_4,T5_SWL_5,T5_SWL_Mean,T6_SWL_1,T6_SWL_2,T6_SWL_3,T6_SWL_4,T6_SWL_5,T6_SWL_Mean,T7_SWL_1,T7_SWL_2,T7_SWL_3,T7_SWL_4,T7_SWL_5,T7_SWL_Mean,T8_SWL_1,T8_SWL_2,T8_SWL_3,T8_SWL_4,T8_SWL_5,T8_SWL_Mean,T9_SWL_1,T9_SWL_2,T9_SWL_3,T9_SWL_4,T9_SWL_5,T9_SWL_Mean,T10_SWL_1,T10_SWL_2,T10_SWL_3,T10_SWL_4,T10_SWL_5,T10_SWL_Mean,T11_SWL_1,T11_SWL_2,T11_SWL_3,T11_SWL_4,T11_SWL_5,T11_SWL_Mean,T11_LifeSatisf_Change_1,T11_LifeSatisf_Change_2,T11_LifeSatisf_Change_3,T11_LifeSatisf_Change_4,T11_LifeSatisf_Change_5
427,32,2,4,3.666666667,1,3.333333333,0.666666667,2.666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0,0,3,3,0,1.2,0,0,0,3,0,0.6,0,0,0,2,0,0.4,0,3,3,3,3,2.4,0,0,3,0,0,0.6,2,2,2,3,0,1.8,3,3,3,3,3,3,3,0,3,7,7
428,26,1,2,NA,NA,NA,NA,NA,3,3,4,2,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,31,2,2,4,4,3.333333333,2.666666667,0,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,43,2,2,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,1,7
431,26,1,2,NA,NA,NA,NA,NA,2,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,45,2,8,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,4,4,4,4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,37,2,2,NA,NA,NA,NA,NA,6,6,6,6,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,72,1,2,2.666666667,3.333333333,2,2,1.333333333,5,5,5,5,1,4.2,4,5,5,4,1,3.8,4,4,5,5,1,3.8,4,4,5,5,1,3.8,4,4,5,5,1,3.8,5,5,5,4,1,4,4,4,5,5,1,3.8,4,4,5,5,1,3.8,5,5,5,5,1,4.2,5,5,5,5,1,4.2,5,5,5,5,1,4.2,3,4,2,4,4
435,30,2,2,NA,NA,NA,NA,NA,3,4,3,2,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,32,1,2,NA,NA,NA,NA,NA,4,3,3,2,5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,49,2,1,3.333333333,4,2,0.333333333,2,0,1,3,0,0,0.8,2,2,2,1,0,1.4,1,3,3,2,2,2.2,1,1,6,1,0,1.8,0,0,3,0,0,0.6,2,2,6,2,1,2.6,3,2,4,2,0,2.2,3,1,3,1,0,1.6,3,1,5,1,0,2,1,0,4,0,0,1,2,2,5,2,1,2.4,5,6,3,1,4
438,57,1,4,NA,NA,NA,NA,NA,0,0,1,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,47,1,2,1.666666667,2,3.666666667,3,0,4,5,5,5,1,4,1,2,2,5,0,2,1,1,1,2,0,1,2,3,1,5,0,2.2,4,5,5,5,1,4,4,4,5,5,0,3.6,5,5,5,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,4.2,5,5,6,5,1,4.4,4,4,4,6,2
440,51,2,2,NA,NA,NA,NA,NA,4,5,6,6,5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5.8,6,6,6,6,5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,40,1,2,2.333333333,3,3.333333333,2.333333333,1,2,4,3,4,1,2.8,3,4,4,4,1,3.2,4,4,4,4,1,3.4,4,5,5,5,1,4,3,3,3,3,1,2.6,3,3,3,3,1,2.6,3,2,4,4,1,2.8,3,3,3,3,1,2.6,3,3,3,3,0,2.4,4,4,4,4,1,3.4,3,3,4,4,1,3,4,3,1,2,5
442,34,2,2,3,3.666666667,2.333333333,3,0.666666667,3,3,4,4,4,3.6,5,4,4,4,3,4,4,3,5,4,3,3.8,3,3,4,4,4,3.6,4,4,4,4,3,3.8,5,5,5,5,3,4.6,4,4,4,4,2,3.6,4,4,4,4,3,3.8,4,4,4,4,3,3.8,4,4,4,3,3,3.6,4,4,4,4,3,3.8,2,2,3,6,5
443,44,1,2,2.333333333,3.666666667,3,0.333333333,3.666666667,0,0,1,0,1,0.4,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,1,2,1,3,6
444,55,2,2,NA,NA,NA,NA,NA,0,0,0,1,0,0.2,1,1,2,1,0,1,0,2,1,1,0,0.8,1,2,2,1,0,1.2,1,1,2,0,0,0.8,NA,NA,NA,NA,NA,NA,2,2,3,3,0,2,2,2,3,5,0,2.4,2,1,1,1,0,1,1,1,1,1,0,0.8,1,1,1,0,0,0.6,2,3,3,4,4
445,52,1,5,NA,NA,NA,NA,NA,2,2,1,5,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,1,1.8,1,2,1,5,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,40,2,2,2.666666667,1.333333333,3.666666667,3.666666667,0,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5.4,5,5,5,5,5,5,4,6,6,5,5,5.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,66,2,2,NA,NA,NA,NA,NA,1,2,1,3,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,1,1,1,2,2,1.4,2,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,50,1,2,3,4,1.666666667,4,1.666666667,4,4,3,4,0,3,4,4,4,5,0,3.4,4,4,5,5,0,3.6,4,4,4,6,0,3.6,5,5,4,5,0,3.8,4,4,4,5,0,3.4,4,4,4,5,0,3.4,4,4,4,5,0,3.4,4,4,4,4,0,3.2,4,4,4,3,0,3,4,4,5,4,0,3.4,2,5,5,5,5
449,42,6,2,3.333333333,4,4,2.333333333,1.666666667,6,6,6,5,3,5.2,6,6,6,6,3,5.4,5,5,5,6,3,4.8,5,5,5,6,3,4.8,5,6,5,6,3,5,6,6,5,6,3,5.2,6,6,6,6,3,5.4,6,6,6,5,3,5.2,5,5,4,4,3,4.2,5,5,5,5,3,4.6,5,5,5,4,3,4.4,1,3,1,4,6
450,27,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,28,1,8,NA,NA,NA,NA,NA,6,6,6,6,5,5.8,5,5,6,6,6,5.6,5,5,5,6,6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,56,2,1,2.666666667,2,1.666666667,0.666666667,3,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5
453,62,2,2,1.666666667,1,2.333333333,1.666666667,2,5,5,5,5,3,4.6,5,5,6,5,3,4.8,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,5,5,5,4,3,4.4,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,3,4.4,5,5,5,4,4,4.6,5,5,5,5,3,4.6,6,5,1,6,5
454,40,2,2,NA,NA,NA,NA,NA,1,1,3,2,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,31,2,7,NA,NA,NA,NA,NA,3,3,4,2,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,34,1,4,3,4,2,2,1.333333333,5,5,5,5,5,5,4,4,4,5,5,4.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,6,5,5,5,5,5.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,37,2,2,3.333333333,2.666666667,2,1.333333333,0,5,5,6,5,5,5.2,4,5,6,6,5,5.2,3,3,3,6,5,4,4,4,6,6,4,4.8,4,4,6,5,4,4.6,5,5,6,6,4,5.2,6,5,6,6,5,5.6,5,5,6,6,4,5.2,5,5,6,5,4,5,4,5,6,6,4,5,5,5,6,6,4,5.2,3,3,3,3,6
458,32,1,2,3.666666667,4,3,2.666666667,1.333333333,0,1,0,6,0,1.4,0,2,1,6,0,1.8,0,0,1,6,0,1.4,0,2,0,6,0,1.6,1,0,2,6,0,1.8,0,1,0,6,0,1.4,0,1,0,6,0,1.4,0,0,1,6,0,1.4,0,1,0,6,0,1.4,0,1,0,6,0,1.4,0,2,1,6,0,1.8,4,2,1,2,7
459,34,2,1,2.333333333,3.666666667,3.333333333,1.333333333,0,4,4,4,3,4,3.8,3,3,4,4,5,3.8,4,5,4,5,5,4.6,4,4,3,3,3,3.4,4,4,4,5,5,4.4,4,4,4,4,4,4,4,5,4,4,5,4.4,4,5,5,4,5,4.6,3,4,4,4,4,3.8,4,5,4,4,4,4.2,4,5,4,4,5,4.4,2,1,4,3,5
460,29,2,2,3,4,1.666666667,2.333333333,1.333333333,5,5,6,6,6,5.6,4,4,5,6,5,4.8,5,5,5,6,6,5.4,6,5,5,6,5,5.4,4,4,4,5,5,4.4,5,5,6,6,6,5.6,5,5,5,5,5,5,6,6,6,6,6,6,5,6,6,6,6,5.8,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,3,2,7,7
461,62,2,2,4,3.666666667,1.333333333,0,3.666666667,4,3,3,6,5,4.2,5,5,5,6,5,5.2,5,5,3,6,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,6,5,4.8,4,5,4,6,3,4.4,5,4,5,6,5,5,6,6,5,6,5,5.6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,50,2,2,3.666666667,4,3.666666667,1,1.333333333,2,2,3,3,1,2.2,2,2,2,3,0,1.8,2,2,2,3,1,2,3,3,3,4,0,2.6,3,3,3,4,1,2.8,3,2,3,4,0,2.4,3,3,3,4,0,2.6,3,1,3,4,0,2.2,3,3,3,3,0,2.4,1,1,3,3,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,35,2,2,2.666666667,3.666666667,2.333333333,2.333333333,1.666666667,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,3,3,4,4,5,3.8,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,4,3,3,4,4
464,52,2,2,3.666666667,3.666666667,3,1.333333333,0,3,4,4,6,1,3.6,5,4,4,6,2,4.2,4,4,3,6,1,3.6,5,5,5,6,2,4.6,5,4,5,6,1,4.2,4,4,5,6,2,4.2,4,3,3,5,1,3.2,5,4,4,6,1,4,5,4,5,6,2,4.4,4,4,5,5,1,3.8,4,5,5,6,2,4.4,3,4,4,5,5
465,40,2,2,NA,NA,NA,NA,NA,5,5,5,5,3,4.6,3,4,4,5,2,3.6,2,3,3,3,1,2.4,3,4,4,5,2,3.6,5,5,5,5,2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,65,2,2,3,3,2,2.333333333,1,3,4,4,4,3,3.6,1,3,2,5,4,3,2,3,3,6,5,3.8,4,5,5,5,3,4.4,1,1,3,5,4,2.8,2,5,5,4,3,3.8,4,4,4,4,3,3.8,2,4,4,4,4,3.6,3,5,4,4,4,4,2,4,4,4,4,3.6,3,5,5,4,4,4.2,4,4,4,1,5
467,34,1,2,3,4,3,2,0.333333333,5,4,5,2,0,3.2,5,6,5,2,0,3.6,5,4,4,2,0,3,4,4,4,2,0,2.8,5,4,5,5,1,4,5,6,5,3,1,4,4,5,4,3,0,3.2,5,4,5,3,0,3.4,5,4,5,3,0,3.4,5,4,4,5,4,4.4,5,6,5,5,1,4.4,4,5,4,6,5
468,48,1,2,NA,NA,NA,NA,NA,2,1,4,5,0,2.4,3,1,3,5,0,2.4,0,0,0,5,0,1,2,2,3,5,0,2.4,2,1,2,4,0,1.8,NA,NA,NA,NA,NA,NA,1,0,3,5,0,1.8,2,2,4,5,0,2.6,NA,NA,NA,NA,NA,NA,1,0,3,5,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,42,2,2,1.666666667,2,3.666666667,0.333333333,3.333333333,5,6,6,6,5,5.6,5,6,6,6,5,5.6,4,5,4,6,5,4.8,5,6,5,6,6,5.6,2,4,4,6,6,4.4,2,5,4,6,5,4.4,4,6,5,6,5,5.2,4,6,5,6,5,5.2,3,6,3,6,5,4.6,3,6,5,5,5,4.8,3,5,4,6,5,4.6,1,4,5,5,5
470,44,2,1,4,3.333333333,3.333333333,1.333333333,2,4,4,4,5,5,4.4,4,5,4,4,5,4.4,4,4,3,5,5,4.2,5,5,5,5,5,5,4,4,4,4,3,3.8,5,5,5,5,5,5,4,5,4,4,5,4.4,4,3,4,4,5,4,5,6,6,5,5,5.4,4,5,4,5,6,4.8,4,5,5,5,5,4.8,4,5,5,7,7
471,51,1,2,2,3.333333333,2.666666667,2.666666667,1,5,5,5,5,5,5,5,5,5,5,4,4.8,4,5,4,5,5,4.6,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,3,4.6,5,5,6,5,3,4.8,5,5,5,5,4,4.8,5,5,5,6,4,5,2,3,2,5,6
472,25,1,2,2,2,2.666666667,1.666666667,2.666666667,2,2,1,2,0,1.4,1,2,2,2,2,1.8,1,1,1,1,0,0.8,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.8,1,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,44,1,5,NA,NA,NA,NA,NA,2,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,26,2,2,NA,NA,NA,NA,NA,0,1,0,0,0,0.2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1.6,6,2,2,4,7
475,24,1,2,NA,NA,NA,NA,NA,3,2,5,2,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,2,2.6,2,4,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,43,1,2,3.666666667,2,3.333333333,2.666666667,0.333333333,4,4,4,4,4,4,5,4,6,5,5,5,5,6,6,5,5,5.4,4,5,5,6,4,4.8,5,6,6,5,4,5.2,5,4,5,6,5,5,5,6,6,5,5,5.4,5,6,5,4,5,5,5,5,6,4,5,5,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,1,3,0,2,3
477,64,2,2,NA,NA,NA,NA,NA,3,4,5,4,3,3.8,3,2,3,5,3,3.2,3,3,5,5,3,3.8,3,4,4,5,3,3.8,3,4,5,4,4,4,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,4,3,4,5,2,3.6,4,5,4,5,1,3.8,3,3,2,4,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,56,2,2,3,3,3.333333333,3,1,2,2,3,4,4,3,3,3,3,4,3,3.2,1,1,1,3,3,1.8,3,3,3,4,4,3.4,3,2,3,4,4,3.2,4,4,4,4,4,4,2,2,2,4,4,2.8,4,3,2,4,4,3.4,3,3,3,4,2,3,3,3,3,5,5,3.8,4,4,4,5,4,4.2,0,2,2,5,4
479,40,1,2,NA,NA,NA,NA,NA,3,3,4,4,2,3.2,3,2,3,4,2,2.8,4,3,3,3,2,3,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,69,2,2,NA,NA,NA,NA,NA,5,5,6,5,5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,5.2,5,5,6,5,5,5.2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,66,2,2,4,2.333333333,3,0.333333333,2,3,3,4,4,4,3.6,2,3,3,3,4,3,3,3,3,3,3,3,4,4,4,5,5,4.4,4,5,5,6,5,5,3,3,3,4,4,3.4,1,1,1,2,2,1.4,NA,NA,NA,NA,NA,NA,5,5,5,6,6,5.4,NA,NA,NA,NA,NA,NA,5,5,5,5,6,5.2,5,5,1,6,7
482,52,2,2,NA,NA,NA,NA,NA,2,4,4,5,1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,41,2,2,NA,NA,NA,NA,NA,4,4,4,6,6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,39,1,2,1.666666667,3.666666667,3.666666667,2.333333333,2,2,3,3,4,3,3,1,1,2,3,1,1.6,3,3,3,4,2,3,2,2,3,3,1,2.2,3,3,2,4,2,2.8,1,2,2,4,1,2,2,3,2,4,2,2.6,3,2,3,4,1,2.6,2,1,1,3,1,1.6,3,2,3,4,2,2.8,2,1,2,3,1,1.8,2,4,2,5,4
485,43,2,2,2,4,2,3,0,5,5,5,4,4,4.6,6,5,5,5,5,5.2,5,5,5,4,3,4.4,6,5,5,5,4,5,5,5,5,4,4,4.6,6,6,6,6,4,5.6,5,5,5,5,3,4.6,5,3,4,4,3,3.8,5,5,5,5,4,4.8,5,4,4,5,4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,53,1,2,3,4,2.333333333,3,0.666666667,5,5,5,3,6,4.8,5,5,6,4,5,5,5,6,5,3,4,4.6,4,5,5,4,5,4.6,4,4,5,4,5,4.4,5,6,5,4,5,5,5,5,5,4,5,4.8,5,5,5,4,5,4.8,4,5,5,4,4,4.4,4,5,5,4,5,4.6,5,5,6,4,5,5,4,3,3,2,4
487,56,1,2,3.333333333,4,3.666666667,2,0,5,5,5,5,5,5,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,6
488,31,1,2,NA,NA,NA,NA,NA,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,30,1,2,1,4,0.666666667,1.333333333,2.666666667,3,2,3,3,2,2.6,3,5,5,5,3,4.2,3,5,5,5,1,3.8,3,3,3,3,2,2.8,3,4,4,6,1,3.6,2,2,3,4,3,2.8,3,3,3,3,3,3,6,6,6,5,3,5.2,3,3,3,5,1,3,3,3,3,5,1,3,2,3,2,3,0,2,5,3,3,4,4
490,68,2,2,3,4,4,4,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,1,7
491,70,1,2,NA,NA,NA,NA,NA,2,2,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,0,1.6,1,2,2,5,0,2,1,2,1,5,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
